# AuxiliaryHangulDecompositions-5.0.0d3.txt
# =========================================
#
# This is a data file to be used on top of the standard datafile
# UnicodeData-5.0.0.txt and the arithmetic canonical decomposition of
# precomposed Hangul syllable characters. Later versions of the
# UnicodeData.txt datafile may be suitable to use without any change
# to this data file.
#
# Only the Hangul characters that have a decomposition mapping
# that is DIFFERENT from that found in UnicodeData-5.0.0.txt are
# listed in this datafile.
#
# The use of the data in this file is described in Unicode Technical
# Note NN, "Auxiliary character decompositions for supporting Hangul".
#
# Note that the standard normalisations according to UAX 15 must use
# the decompositions in the UnicodeData.txt datafile only. The auxiliary
# decomposition mappings listed in this data file are intended for 
# applications that do additional decomposition or composition of Hangul
# data (e.g., collation, rendering, or "hypernormalisation" called for
# by a user editing command, or other specified "hypernormalisations"
# using this data). It may be possible to use this data together with
# other composition data, that are either on top of this data (like
# those in AuxiliaryKSX1001Decompositions.txt) or are independent of
# the auxiliary data given here.
#
# Format:
#   Field 1: Unicode code point (the entries are ordered on this field),
#   Field 2: auxiliary decomposition mapping (overrides UnicodeData.txt),
#   Finally, in a comment, the character name and some additional comments.
#
3164; <free> 115F 1160	# HANGUL FILLER, should NOT display as a space, but as some blotted glyph (e.g. the .notdef glyph), as should half-width filler
##
3165; <free> 1114 1160	# HANGUL LETTER SSANGNIEUN, (<compat> 115F 1160 11AB 11AB; <hmm> 3134 11AB)
3166; <free> 1115 1160	# HANGUL LETTER NIEUN-TIKEUT, (<compat> 115F 1160 11C6)
3167; <free> 1102 1109 1160	# HANGUL LETTER NIEUN-SIOS,        (<compat> 115F 1160 11C7) [<free> 1102 3145]
3168; <free> 1102 1140 1160	# HANGUL LETTER NIEUN-PANSIOS,     (<compat> 115F 1160 11C8) [<free> 1102 317F]
3169; <free> 1105 1100 1109 1160	# HANGUL LETTER RIEUL-KIYEOK-SIOS, (<compat> 115F 1160 11CC) [<free> 1105 3133]
316A; <free> 1105 1103 1160	# HANGUL LETTER RIEUL-TIKEUT,      (<compat> 115F 1160 11CE) [<free> 1105 3137]
316B; <free> 1105 1107 1109 1160	# HANGUL LETTER RIEUL-PIEUP-SIOS,  (<compat> 115F 1160 11D3) [<free> 1105 3144] ### 1121<-1107 1109
316C; <free> 1105 1140 1160	# HANGUL LETTER RIEUL-PANSIOS,     (<compat> 115F 1160 11D7) [<free> 1105 317F]
316D; <free> 1105 1159 1160	# HANGUL LETTER RIEUL-YEORINHIEUH, (<compat> 115F 1160 11D9) [<free> 1105 3186]
316E; <free> 111C 1160	# HANGUL LETTER MIEUM-PIEUP, (<compat> 115F 1160 11DC)
316F; <free> 1106 1109 1160	# HANGUL LETTER MIEUM-SIOS,        (<compat> 115F 1160 11DD) [<free> 1106 3145]
3170; <free> 1106 1140 1160	# HANGUL LETTER MIEUM-PANSIOS,     (<compat> 115F 1160 11DF) [<free> 1106 317F]
3171; <free> 111D 1160	# HANGUL LETTER KAPYEOUNMIEUM, (<compat> 115F 1160 11E2)
3172; <free> 111E 1160	# HANGUL LETTER PIEUP-KIYEOK, (<compat> 115F 1160 11B8 11A8)
3173; <free> 1120 1160	# HANGUL LETTER PIEUP-TIKEUT, (<compat> 115F 1160 11B8 11AE)
3174; <free> 1122 1160	# HANGUL LETTER PIEUP-SIOS-KIYEOK, (<compat> 115F 1160 11B8 11BA 11A8)
3175; <free> 1123 1160	# HANGUL LETTER PIEUP-SIOS-TIKEUT, (<compat> 115F 1160 11B8 11BA 11AE)
3176; <free> 1127 1160	# HANGUL LETTER PIEUP-CIEUC, (<compat> 115F 1160 11B8 11BD)
3177; <free> 1129 1160	# HANGUL LETTER PIEUP-THIEUTH, (<compat> 115F 1160 11B8 11C0)
3178; <free> 112B 1160	# HANGUL LETTER KAPYEOUNPIEUP, (<compat> 115F 1160 11E6)
3179; <free> 112C 1160	# HANGUL LETTER KAPYEOUNSSANGPIEUP, (<compat> 115F 1160 11B8 11B8 11BC)
317A; <free> 112D 1160	# HANGUL LETTER SIOS-KIYEOK, (<compat> 115F 1160 11E7)
317B; <free> 112E 1160	# HANGUL LETTER SIOS-NIEUN, (<compat> 115F 1160 11BA 11AB)
317C; <free> 112F 1160	# HANGUL LETTER SIOS-TIKEUT, (<compat> 115F 1160 11E8)
317D; <free> 1132 1160	# HANGUL LETTER SIOS-PIEUP, (<compat> 115F 1160 11EA)
317E; <free> 1136 1160	# HANGUL LETTER SIOS-CIEUC, (<compat> 115F 1160 11BA 11BD)
317F; <free> 1140 1160	# HANGUL LETTER PANSIOS, (<compat> 115F 1160 11EB)
3180; <free> 1147 1160	# HANGUL LETTER SSANGIEUNG, (SSANGYESIEUNG if trail?, <compat> 115F 1160 11EE)
3181; <free> 114C 1160	# HANGUL LETTER YESIEUNG, (<compat> 115F 1160 11F0)
3182; <free> 114C 1109 1160	# HANGUL LETTER YESIEUNG-SIOS,    (<compat> 115F 1160 11F1) [<free> 114C 3145]
3183; <free> 114C 1140 1160	# HANGUL LETTER YESIEUNG-PANSIOS, (<compat> 115F 1160 11F2) [<free> 114C 317F]
3184; <free> 1157 1160	# HANGUL LETTER KAPYEOUNPHIEUPH, (<compat> 115F 1160 11F4)
3185; <free> 1158 1160	# HANGUL LETTER SSANGHIEUH, (<compat> 115F 1160 11C2 11C2)
3186; <free> 1159 1160	# HANGUL LETTER YEORINHIEUH, (<compat> 115F 1160 11F9)
##
3187; <free> 115F 1184	# HANGUL LETTER YO-YA
3188; <free> 115F 1185	# HANGUL LETTER YO-YAE (YO-YA-I)
3189; <free> 115F 1188	# HANGUL LETTER YO-I
318A; <free> 115F 1191	# HANGUL LETTER YU-YEO
318B; <free> 115F 1192	# HANGUL LETTER YU-YE (YU-YEO-I)
318C; <free> 115F 1194	# HANGUL LETTER YU-I
318D; <free> 115F 119E	# HANGUL LETTER ARAEA
318E; <free> 115F 11A1	# HANGUL LETTER ARAEAE (ARAEA-I)
##
3200; <compat> 0028 3131 0029	# PARENTHESIZED HANGUL KIYEOK, (<compat> 0028 1100 1160 0029)
3201; <compat> 0028 3134 0029	# PARENTHESIZED HANGUL NIEUN, (<compat> 0028 1102 1160 0029)
3202; <compat> 0028 3137 0029	# PARENTHESIZED HANGUL TIKEUT, (<compat> 0028 1103 1160 0029)
3203; <compat> 0028 3139 0029	# PARENTHESIZED HANGUL RIEUL, (<compat> 0028 1105 1160 0029)
3204; <compat> 0028 3141 0029	# PARENTHESIZED HANGUL MIEUM, (<compat> 0028 1106 1160 0029)
3205; <compat> 0028 3142 0029	# PARENTHESIZED HANGUL PIEUP, (<compat> 0028 1107 1160 0029)
3206; <compat> 0028 3145 0029	# PARENTHESIZED HANGUL SIOS, (<compat> 0028 1109 1160 0029)
3207; <compat> 0028 3147 0029	# PARENTHESIZED HANGUL IEUNG, (<compat> 0028 110B 1160 0029)
3208; <compat> 0028 3148 0029	# PARENTHESIZED HANGUL CIEUC, (<compat> 0028 110C 1160 0029)
3209; <compat> 0028 314A 0029	# PARENTHESIZED HANGUL CHIEUCH, (<compat> 0028 110E 1160 0029)
320A; <compat> 0028 314B 0029	# PARENTHESIZED HANGUL KHIEUKH, (<compat> 0028 110F 1160 0029)
320B; <compat> 0028 314C 0029	# PARENTHESIZED HANGUL THIEUTH, (<compat> 0028 1110 1160 0029)
320C; <compat> 0028 314D 0029	# PARENTHESIZED HANGUL PHIEUPH, (<compat> 0028 1111 1160 0029)
320D; <compat> 0028 314E 0029	# PARENTHESIZED HANGUL HIEUH, (<compat> 0028 1112 1160 0029)
##
## The following ones are already in UnicodeData.txt,
## but repeated here, as comment lines, for reference.
## The parenthesised decomposition mapping is canonically
## equivalent to the one given in UnicodeData.txt:
#320E; <compat> 0028 1100 1161 0029	# PARENTHESIZED HANGUL KIYEOK A, (<compat> 0028 AC00 0029)
#320F; <compat> 0028 1102 1161 0029	# PARENTHESIZED HANGUL NIEUN A, (<compat> 0028 B098 0029)
#3210; <compat> 0028 1103 1161 0029	# PARENTHESIZED HANGUL TIKEUT A, (<compat> 0028 B2E4 0029)
#3211; <compat> 0028 1105 1161 0029	# PARENTHESIZED HANGUL RIEUL A, (<compat> 0028 B77C 0029)
#3212; <compat> 0028 1106 1161 0029	# PARENTHESIZED HANGUL MIEUM A, (<compat> 0028 B9C8 0029)
#3213; <compat> 0028 1107 1161 0029	# PARENTHESIZED HANGUL PIEUP A, (<compat> 0028 BC14 0029)
#3214; <compat> 0028 1109 1161 0029	# PARENTHESIZED HANGUL SIOS A, (<compat> 0028 C0AC 0029)
#3215; <compat> 0028 110B 1161 0029	# PARENTHESIZED HANGUL IEUNG A, (<compat> 0028 C544 0029)
#3216; <compat> 0028 110C 1161 0029	# PARENTHESIZED HANGUL CIEUC A, (<compat> 0028 C790 0029)
#3217; <compat> 0028 110E 1161 0029	# PARENTHESIZED HANGUL CHIEUCH A, (<compat> 0028 CC28 0029)
#3218; <compat> 0028 110F 1161 0029	# PARENTHESIZED HANGUL KHIEUKH A, (<compat> 0028 CE74 0029)
#3219; <compat> 0028 1110 1161 0029	# PARENTHESIZED HANGUL THIEUTH A, (<compat> 0028 D0C0 0029)
#321A; <compat> 0028 1111 1161 0029	# PARENTHESIZED HANGUL PHIEUPH A, (<compat> 0028 D30C 0029)
#321B; <compat> 0028 1112 1161 0029	# PARENTHESIZED HANGUL HIEUH A, (<compat> 0028 D558 0029)
#321C; <compat> 0028 110C 116E 0029	# PARENTHESIZED HANGUL CIEUC U, (<compat> 0028 C8FC 0029)
##
3260; <circle> 3131	# CIRCLED HANGUL KIYEOK, (<circle> 1100 1160)
3261; <circle> 3134	# CIRCLED HANGUL NIEUN, (<circle> 1102 1160)
3262; <circle> 3137	# CIRCLED HANGUL TIKEUT, (<circle> 1103 1160)
3263; <circle> 3139	# CIRCLED HANGUL RIEUL, (<circle> 1105 1160)
3264; <circle> 3141	# CIRCLED HANGUL MIEUM, (<circle> 1106 1160)
3265; <circle> 3142	# CIRCLED HANGUL PIEUP, (<circle> 1107 1160)
3266; <circle> 3145	# CIRCLED HANGUL SIOS, (<circle> 1109 1160)
3267; <circle> 3147	# CIRCLED HANGUL IEUNG, (<circle> 110B 1160)
3268; <circle> 3148	# CIRCLED HANGUL CIEUC, (<circle> 110C 1160)
3269; <circle> 314A	# CIRCLED HANGUL CHIEUCH, (<circle> 110E 1160)
326A; <circle> 314B	# CIRCLED HANGUL KHIEUKH, (<circle> 110F 1160)
326B; <circle> 314C	# CIRCLED HANGUL THIEUTH, (<circle> 1110 1160)
326C; <circle> 314D	# CIRCLED HANGUL PHIEUPH, (<circle> 1111 1160)
326D; <circle> 314E	# CIRCLED HANGUL HIEUH, (<circle> 1112 1160)
##
## The following ones are already in UnicodeData.txt,
## but repeated here, as comment lines, for reference.
## The parenthesised decomposition mapping is canonically
## equivalent to the one given in UnicodeData.txt:
#326E; <circle> 1100 1161	# CIRCLED HANGUL KIYEOK A, (<circle> AC00)
#326F; <circle> 1102 1161	# CIRCLED HANGUL NIEUN A, (<circle> B098)
#3270; <circle> 1103 1161	# CIRCLED HANGUL TIKEUT A, (<circle> B2E4)
#3271; <circle> 1105 1161	# CIRCLED HANGUL RIEUL A, (<circle> B77C)
#3272; <circle> 1106 1161	# CIRCLED HANGUL MIEUM A, (<circle> B9C8)
#3273; <circle> 1107 1161	# CIRCLED HANGUL PIEUP A, (<circle> BC14)
#3274; <circle> 1109 1161	# CIRCLED HANGUL SIOS A, (<circle> C0AC)
#3275; <circle> 110B 1161	# CIRCLED HANGUL IEUNG A, (<circle> C544)
#3276; <circle> 110C 1161	# CIRCLED HANGUL CIEUC A, (<circle> C790)
#3277; <circle> 110E 1161	# CIRCLED HANGUL CHIEUCH A, (<circle> CC28)
#3278; <circle> 110F 1161	# CIRCLED HANGUL KHIEUKH A, (<circle> CE74)
#3279; <circle> 1110 1161	# CIRCLED HANGUL THIEUTH A, (<circle> D0C0)
#327A; <circle> 1111 1161	# CIRCLED HANGUL PHIEUPH A, (<circle> D30C)
#327B; <circle> 1112 1161	# CIRCLED HANGUL HIEUH A, (<circle> D558)
#
## The following ones are already in UnicodeData.txt,
## but repeated here, as comment lines, for reference:
#FFA0; <narrow> 3164	# HALFWIDTH HANGUL FILLER	
#FFA1; <narrow> 3131	# HALFWIDTH HANGUL LETTER KIYEOK
#FFA2; <narrow> 3132	# HALFWIDTH HANGUL LETTER SSANGKIYEOK
#FFA3; <narrow> 3133	# HALFWIDTH HANGUL LETTER KIYEOK-SIOS
#FFA4; <narrow> 3134	# HALFWIDTH HANGUL LETTER NIEUN
#FFA5; <narrow> 3135	# HALFWIDTH HANGUL LETTER NIEUN-CIEUC
#FFA6; <narrow> 3136	# HALFWIDTH HANGUL LETTER NIEUN-HIEUH
#FFA7; <narrow> 3137	# HALFWIDTH HANGUL LETTER TIKEUT
#FFA8; <narrow> 3138	# HALFWIDTH HANGUL LETTER SSANGTIKEUT
#FFA9; <narrow> 3139	# HALFWIDTH HANGUL LETTER RIEUL
#FFAA; <narrow> 313A	# HALFWIDTH HANGUL LETTER RIEUL-KIYEOK
#FFAB; <narrow> 313B	# HALFWIDTH HANGUL LETTER RIEUL-MIEUM
#FFAC; <narrow> 313C	# HALFWIDTH HANGUL LETTER RIEUL-PIEUP
#FFAD; <narrow> 313D	# HALFWIDTH HANGUL LETTER RIEUL-SIOS
#FFAE; <narrow> 313E	# HALFWIDTH HANGUL LETTER RIEUL-THIEUTH
#FFAF; <narrow> 313F	# HALFWIDTH HANGUL LETTER RIEUL-PHIEUPH
#FFB0; <narrow> 3140	# HALFWIDTH HANGUL LETTER RIEUL-HIEUH
#FFB1; <narrow> 3141	# HALFWIDTH HANGUL LETTER MIEUM
#FFB2; <narrow> 3142	# HALFWIDTH HANGUL LETTER PIEUP
#FFB3; <narrow> 3143	# HALFWIDTH HANGUL LETTER SSANGPIEUP
#FFB4; <narrow> 3144	# HALFWIDTH HANGUL LETTER PIEUP-SIOS
#FFB5; <narrow> 3145	# HALFWIDTH HANGUL LETTER SIOS
#FFB6; <narrow> 3146	# HALFWIDTH HANGUL LETTER SSANGSIOS
#FFB7; <narrow> 3147	# HALFWIDTH HANGUL LETTER IEUNG
#FFB8; <narrow> 3148	# HALFWIDTH HANGUL LETTER CIEUC
#FFB9; <narrow> 3149	# HALFWIDTH HANGUL LETTER SSANGCIEUC
#FFBA; <narrow> 314A	# HALFWIDTH HANGUL LETTER CHIEUCH
#FFBB; <narrow> 314B	# HALFWIDTH HANGUL LETTER KHIEUKH
#FFBC; <narrow> 314C	# HALFWIDTH HANGUL LETTER THIEUTH
#FFBD; <narrow> 314D	# HALFWIDTH HANGUL LETTER PHIEUPH
#FFBE; <narrow> 314E	# HALFWIDTH HANGUL LETTER HIEUH
#FFC2; <narrow> 314F	# HALFWIDTH HANGUL LETTER A
#FFC3; <narrow> 3150	# HALFWIDTH HANGUL LETTER AE
#FFC4; <narrow> 3151	# HALFWIDTH HANGUL LETTER YA
#FFC5; <narrow> 3152	# HALFWIDTH HANGUL LETTER YAE
#FFC6; <narrow> 3153	# HALFWIDTH HANGUL LETTER EO
#FFC7; <narrow> 3154	# HALFWIDTH HANGUL LETTER E
#FFCA; <narrow> 3155	# HALFWIDTH HANGUL LETTER YEO
#FFCB; <narrow> 3156	# HALFWIDTH HANGUL LETTER YE
#FFCC; <narrow> 3157	# HALFWIDTH HANGUL LETTER O
#FFCD; <narrow> 3158	# HALFWIDTH HANGUL LETTER WA
#FFCE; <narrow> 3159	# HALFWIDTH HANGUL LETTER WAE
#FFCF; <narrow> 315A	# HALFWIDTH HANGUL LETTER OE
#FFD2; <narrow> 315B	# HALFWIDTH HANGUL LETTER YO
#FFD3; <narrow> 315C	# HALFWIDTH HANGUL LETTER U
#FFD4; <narrow> 315D	# HALFWIDTH HANGUL LETTER WEO
#FFD5; <narrow> 315E	# HALFWIDTH HANGUL LETTER WE
#FFD6; <narrow> 315F	# HALFWIDTH HANGUL LETTER WI
#FFD7; <narrow> 3160	# HALFWIDTH HANGUL LETTER YU
#FFDA; <narrow> 3161	# HALFWIDTH HANGUL LETTER EU
#FFDB; <narrow> 3162	# HALFWIDTH HANGUL LETTER YI
#FFDC; <narrow> 3163	# HALFWIDTH HANGUL LETTER I
